venue_id,venue_key,display_name,city,state,opened,closed,date_precision,identity_status,source_basis,notes
VEN-000164,petersen-events-center,Petersen Events Center,Pittsburgh,PA,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000165,pinnacle-bank-arena,Pinnacle Bank Arena,Lincoln,NE,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000166,pontiac-silverdome,Pontiac Silverdome,Pontiac,MI,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000167,ppg-paints-arena,PPG Paints Arena,Pittsburgh,PA,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000168,prairie-capital-convention-center,Prairie Capital Convention Center,Springfield,IL,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000169,propst-arena,Propst Arena,Huntsville,AL,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000170,prudential-center,Prudential Center,Newark,NJ,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000171,reed-arena,Reed Arena,College Station,TX,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000172,reliant-stadium,Reliant Stadium,Houston,TX,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000173,reunion-arena,Reunion Arena,Dallas,TX,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000174,reynolds-coliseum,Reynolds Coliseum,Raleigh,NC,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000175,richmond-coliseum,Richmond Coliseum,Richmond,VA,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000176,riverfront-coliseum,Riverfront Coliseum,Cincinnati,OH,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000177,roberts-municipal-stadium,Roberts Municipal Stadium,Evansville,IN,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000178,robinson-gymnasium,Robinson Gymnasium,Lawrence,KS,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000179,rocket-arena,Rocket Arena,Cleveland,OH,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,VEN-000420 retired during shared-reference reconciliation after determining Rocket Mortgage FieldHouse and Rocket Arena are naming eras of this same physical Cleveland arena; VEN-000420 must not be reused.
VEN-000180,rothwell-gymnasium,Rothwell Gymnasium,Columbia,MO,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000181,rupp-arena,Rupp Arena,Lexington,KY,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000182,san-diego-sports-arena,San Diego Sports Arena,San Diego,CA,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000183,sap-center,SAP Center,San Jose,CA,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000184,schmidt-gymnasium,Schmidt Gymnasium,Fayetteville,AR,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000185,simmons-bank-arena,Simmons Bank Arena,North Little Rock,AR,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000186,simon-skjodt-assembly-hall,Assembly Hall,Bloomington,IN,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000187,sjb-pavilion,SJB Pavilion,Oxford,MS,2016-01-07,,EXACT,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000188,smoothie-king-center,Smoothie King Center,New Orleans,LA,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000189,snow-hall,Snow Hall,Lawrence,KS,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000190,spectrum-center,Spectrum Center,Charlotte,NC,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000191,sports-and-fitness-center,Sports and Fitness Center,St. Thomas,VI,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000192,st-john-arena,St. John Arena,Columbus,OH,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000193,st-louis-arena,St. Louis Arena,St. Louis,MO,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000194,stan-sheriff-center,Stan Sheriff Center,Honolulu,HI,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000195,state-farm-arena,State Farm Arena,Atlanta,GA,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000196,state-farm-center,Assembly Hall,Champaign,IL,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000197,state-farm-stadium,State Farm Stadium,Glendale,AZ,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000198,stegeman-coliseum,Stegeman Coliseum,Athens,GA,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000199,stokely-athletics-center,Stokely Athletics Center,Knoxville,TN,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000200,stokley-athletics-center,Stokley Athletics Center,Knoxville,TN,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000201,t-mobile-arena,T-Mobile Arena,Las Vegas,NV,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000202,t-mobile-center,T-Mobile Center,Kansas City,MO,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000203,td-garden,TD Garden,Boston,MA,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000204,the-dome-at-america-s-center,The Dome at America's Center,St. Louis,MO,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000205,the-greenbrier,The Greenbrier,White Sulphur Springs,WV,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000206,the-palace-of-auburn-hills,The Palace of Auburn Hills,Auburn Hills,MI,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000208,the-pit,The Pit,Albuquerque,NM,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,VEN-000427 retired during shared-reference reconciliation after determining University Arena (The Pit) and The Pit are the same physical Albuquerque venue; VEN-000427 must not be reused.
VEN-000209,the-spectrum,The Spectrum,Philadelphia,PA,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000210,the-summit,The Summit,Houston,TX,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000211,thompson-boling-arena,Thompson-Boling Arena,Knoxville,TN,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000212,titan-gym,Titan Gym,Fullerton,CA,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000213,toyota-center,Toyota Center,Houston,TX,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000214,tropicana-field,Tropicana Field,St. Petersburg,FL,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000215,tulane-gym,Tulane Gym,New Orleans,LA,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000216,unf-arena,UNF Arena,Jacksonville,FL,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000217,united-center,United Center,Chicago,IL,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000218,united-supermarkets-arena,United Supermarkets Arena,Lubbock,TX,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000219,university-armory,University Armory,Minneapolis,MN,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000220,university-gymnasium-florida,The Gym,Gainesville,FL,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000221,university-of-dayton-arena,University of Dayton Arena,Dayton,OH,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000222,us-bank-stadium,US Bank Stadium,Minneapolis,MN,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000223,ut-ymca-gymnasium,UT YMCA Gymnasium,Knoxville,TN,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000224,uw-milwaukee-panther-arena,UW-Milwaukee Panther Arena,Milwaukee,WI,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000225,value-city-arena,Value City Arena,Columbus,OH,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000226,viejas-arena,Viejas Arena,San Diego,CA,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000227,vystar-veterans-memorial-arena,VyStar Veterans Memorial Arena,Jacksonville,FL,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000228,wells-fargo-arena,Wells Fargo Arena,Des Moines,IA,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000229,welsh-ryan-arena,Welsh-Ryan Arena,Evanston,IL,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000230,williams-arena,Williams Arena,Minneapolis,MN,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000231,wintrust-arena,Wintrust Arena,Chicago,IL,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000232,wisconsin-field-house,Wisconsin Field House,Madison,WI,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000233,wolstein-center,Wolstein Center,Cleveland,OH,,,,CURATED_SEED,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
